subscription_id,user_id,plan_type,start_date,end_date,cancellation_reason,churn_flag,subscription_month,active_days,subscription_period
1043,1205,Annual_3999,2024-02-12,2024-02-27,Not Using App,1,2,15.0,Pre-Update
1044,1083,Monthly_499,2024-05-01,,,0,5,,Post-Update
1045,325,Monthly_499,2024-03-07,,,0,3,,Pre-Update
1046,2740,Quarterly_1299,2024-01-15,2024-02-29,Found Better App,1,1,45.0,Pre-Update
1047,1195,Monthly_499,2024-01-29,,,0,1,,Pre-Update
1048,1825,Monthly_499,2024-04-21,,,0,4,,Post-Update
1049,989,Annual_3999,2024-03-12,,,0,3,,Pre-Update
1050,2250,Monthly_499,2024-04-05,2024-05-28,Too Expensive,1,4,53.0,Post-Update
1051,2501,Annual_3999,2024-01-17,,,0,1,,Pre-Update
1052,2436,Quarterly_1299,2024-03-20,,,0,3,,Post-Update
1053,2831,Monthly_499,2024-03-13,,,0,3,,Pre-Update
1054,2481,Monthly_499,2024-01-23,2024-02-19,Hard to Cancel,1,1,27.0,Pre-Update
1055,2997,Annual_3999,2024-04-17,2024-05-19,Hard to Cancel,1,4,32.0,Post-Update
1056,1995,Monthly_499,2024-03-17,2024-04-06,Not Using App,1,3,20.0,Post-Update
1057,1144,Monthly_499,2024-04-28,2024-07-09,Hard to Cancel,1,4,72.0,Post-Update
1058,2429,Monthly_499,2024-06-21,,,0,6,,Post-Update
1059,556,Monthly_499,2024-03-13,2024-06-05,Not Using App,1,3,84.0,Pre-Update
1060,2207,Monthly_499,2024-01-28,2024-03-30,Too Expensive,1,1,62.0,Pre-Update
1061,1620,Monthly_499,2024-02-06,,,0,2,,Pre-Update
1062,1207,Monthly_499,2024-01-15,,,0,1,,Pre-Update
1063,583,Annual_3999,2024-05-05,2024-05-15,Hard to Cancel,1,5,10.0,Post-Update
1064,722,Monthly_499,2024-01-08,2024-01-20,Too Expensive,1,1,12.0,Pre-Update
1065,456,Quarterly_1299,2024-01-04,2024-03-25,Found Better App,1,1,81.0,Pre-Update
1066,385,Monthly_499,2024-05-17,,,0,5,,Post-Update
1067,2073,Monthly_499,2024-01-18,,,0,1,,Pre-Update
1068,1647,Quarterly_1299,2024-03-27,2024-05-03,Not Using App,1,3,37.0,Post-Update
1069,2495,Quarterly_1299,2024-05-30,,,0,5,,Post-Update
1070,817,Monthly_499,2024-05-22,2024-06-04,Hard to Cancel,1,5,13.0,Post-Update
1071,2255,Quarterly_1299,2024-04-21,2024-05-06,Hard to Cancel,1,4,15.0,Post-Update
1072,2446,Annual_3999,2024-06-05,,,0,6,,Post-Update
1073,341,Monthly_499,2024-03-02,,,0,3,,Pre-Update
1074,2583,Monthly_499,2024-06-18,,,0,6,,Post-Update
1075,284,Annual_3999,2024-03-20,2024-05-26,Not Using App,1,3,67.0,Post-Update
1076,1298,Quarterly_1299,2024-01-01,,,0,1,,Pre-Update
1077,1349,Monthly_499,2024-05-09,,,0,5,,Post-Update
1078,345,Monthly_499,2024-05-08,,,0,5,,Post-Update
1079,54,Monthly_499,2024-02-23,2024-05-05,Too Expensive,1,2,72.0,Pre-Update
1080,567,Monthly_499,2024-01-03,,,0,1,,Pre-Update
1081,2502,Monthly_499,2024-05-18,2024-07-22,Hard to Cancel,1,5,65.0,Post-Update
1082,470,Quarterly_1299,2024-03-22,2024-04-18,Too Expensive,1,3,27.0,Post-Update
1083,933,Annual_3999,2024-05-18,2024-06-14,Too Expensive,1,5,27.0,Post-Update
1084,255,Quarterly_1299,2024-05-21,,,0,5,,Post-Update
1085,1772,Monthly_499,2024-02-11,2024-04-12,Not Using App,1,2,61.0,Pre-Update
1086,2645,Annual_3999,2024-01-23,,,0,1,,Pre-Update
1087,2107,Monthly_499,2024-06-16,,,0,6,,Post-Update
1088,1373,Monthly_499,2024-06-09,2024-06-19,Hard to Cancel,1,6,10.0,Post-Update
1089,1873,Quarterly_1299,2024-05-12,,,0,5,,Post-Update
1090,714,Monthly_499,2024-01-07,2024-04-04,Hard to Cancel,1,1,88.0,Pre-Update
1091,868,Quarterly_1299,2024-02-26,,,0,2,,Pre-Update
1092,1053,Monthly_499,2024-02-27,,,0,2,,Pre-Update
1093,2580,Monthly_499,2024-02-12,,,0,2,,Pre-Update
1094,1704,Monthly_499,2024-01-05,2024-01-21,Too Expensive,1,1,16.0,Pre-Update
1095,1784,Monthly_499,2024-03-27,,,0,3,,Post-Update
1096,104,Monthly_499,2024-03-26,,,0,3,,Post-Update
1097,1963,Monthly_499,2024-04-20,,,0,4,,Post-Update
1098,1728,Monthly_499,2024-02-05,,,0,2,,Pre-Update
1099,1621,Monthly_499,2024-05-12,,,0,5,,Post-Update
1100,2008,Monthly_499,2024-03-30,,,0,3,,Post-Update
1101,2121,Monthly_499,2024-01-16,2024-02-19,Found Better App,1,1,34.0,Pre-Update
1102,420,Annual_3999,2024-02-17,,,0,2,,Pre-Update
1103,2518,Quarterly_1299,2024-01-14,,,0,1,,Pre-Update
1104,1400,Monthly_499,2024-03-01,2024-03-16,Too Expensive,1,3,15.0,Pre-Update
1105,2672,Monthly_499,2024-05-22,,,0,5,,Post-Update
1106,55,Annual_3999,2024-02-06,2024-02-25,Found Better App,1,2,19.0,Pre-Update
1107,1486,Monthly_499,2024-04-14,2024-07-06,Found Better App,1,4,83.0,Post-Update
1108,2982,Monthly_499,2024-01-22,,,0,1,,Pre-Update
1109,1294,Quarterly_1299,2024-02-09,,,0,2,,Pre-Update
1110,1140,Annual_3999,2024-05-29,2024-07-07,Hard to Cancel,1,5,39.0,Post-Update
1111,394,Monthly_499,2024-02-26,,,0,2,,Pre-Update
1112,2559,Quarterly_1299,2024-04-30,,,0,4,,Post-Update
1113,2836,Monthly_499,2024-02-01,,,0,2,,Pre-Update
1114,423,Monthly_499,2024-05-17,,,0,5,,Post-Update
1115,2088,Annual_3999,2024-05-25,2024-06-27,Not Using App,1,5,33.0,Post-Update
1116,730,Annual_3999,2024-05-14,2024-07-03,Hard to Cancel,1,5,50.0,Post-Update
1117,2635,Monthly_499,2024-06-19,,,0,6,,Post-Update
1118,1548,Monthly_499,2024-06-18,,,0,6,,Post-Update
1119,2308,Monthly_499,2024-03-05,2024-03-21,Not Using App,1,3,16.0,Pre-Update
1120,1066,Annual_3999,2024-02-07,2024-03-23,Too Expensive,1,2,45.0,Pre-Update
1121,1952,Monthly_499,2024-01-11,,,0,1,,Pre-Update
1122,2058,Annual_3999,2024-05-24,2024-07-15,Found Better App,1,5,52.0,Post-Update
1123,2065,Monthly_499,2024-06-07,,,0,6,,Post-Update
1124,1672,Annual_3999,2024-01-20,,,0,1,,Pre-Update
1125,1141,Monthly_499,2024-06-15,2024-07-15,Not Using App,1,6,30.0,Post-Update
1126,2297,Monthly_499,2024-05-07,2024-06-27,Hard to Cancel,1,5,51.0,Post-Update
1127,2623,Annual_3999,2024-06-12,,,0,6,,Post-Update
1128,74,Monthly_499,2024-06-13,2024-08-08,Hard to Cancel,1,6,56.0,Post-Update
1129,2752,Monthly_499,2024-02-03,,,0,2,,Pre-Update
1130,297,Monthly_499,2024-04-03,,,0,4,,Post-Update
1131,1752,Monthly_499,2024-02-15,,,0,2,,Pre-Update
1132,760,Monthly_499,2024-01-03,,,0,1,,Pre-Update
1133,1661,Quarterly_1299,2024-02-21,,,0,2,,Pre-Update
1134,978,Monthly_499,2024-06-07,2024-08-31,Hard to Cancel,1,6,85.0,Post-Update
1135,505,Quarterly_1299,2024-04-26,,,0,4,,Post-Update
1136,370,Annual_3999,2024-04-27,,,0,4,,Post-Update
1137,1780,Monthly_499,2024-04-23,,,0,4,,Post-Update
1138,1360,Monthly_499,2024-04-09,2024-05-23,Hard to Cancel,1,4,44.0,Post-Update
1139,2197,Annual_3999,2024-01-07,,,0,1,,Pre-Update
1140,105,Quarterly_1299,2024-05-22,,,0,5,,Post-Update
1141,1803,Annual_3999,2024-04-07,,,0,4,,Post-Update
1142,836,Monthly_499,2024-01-09,,,0,1,,Pre-Update
1143,2557,Quarterly_1299,2024-06-03,,,0,6,,Post-Update
1144,2279,Monthly_499,2024-06-06,,,0,6,,Post-Update
1145,1586,Monthly_499,2024-03-12,,,0,3,,Pre-Update
1146,2328,Monthly_499,2024-03-31,2024-04-30,Hard to Cancel,1,3,30.0,Post-Update
1147,819,Annual_3999,2024-05-15,2024-07-31,Hard to Cancel,1,5,77.0,Post-Update
1148,2851,Monthly_499,2024-06-03,2024-06-23,Hard to Cancel,1,6,20.0,Post-Update
1149,2603,Monthly_499,2024-04-14,,,0,4,,Post-Update
1150,2518,Monthly_499,2024-06-22,2024-08-18,Too Expensive,1,6,57.0,Post-Update
1151,2657,Monthly_499,2024-05-29,,,0,5,,Post-Update
1152,2436,Monthly_499,2024-04-07,,,0,4,,Post-Update
1153,2295,Monthly_499,2024-05-03,2024-06-27,Hard to Cancel,1,5,55.0,Post-Update
1154,2105,Monthly_499,2024-02-16,2024-03-11,Too Expensive,1,2,24.0,Pre-Update
1155,2076,Monthly_499,2024-01-23,,,0,1,,Pre-Update
1156,1229,Quarterly_1299,2024-05-23,2024-07-05,Hard to Cancel,1,5,43.0,Post-Update
1157,876,Quarterly_1299,2024-01-24,2024-04-20,Too Expensive,1,1,87.0,Pre-Update
1158,1533,Annual_3999,2024-01-19,,,0,1,,Pre-Update
1159,2875,Monthly_499,2024-01-11,,,0,1,,Pre-Update
1160,765,Monthly_499,2024-04-14,,,0,4,,Post-Update
1161,2348,Annual_3999,2024-03-21,2024-05-28,Hard to Cancel,1,3,68.0,Post-Update
1162,2560,Quarterly_1299,2024-01-09,2024-01-27,Found Better App,1,1,18.0,Pre-Update
1163,147,Annual_3999,2024-04-21,,,0,4,,Post-Update
1164,765,Monthly_499,2024-06-01,,,0,6,,Post-Update
1165,1202,Monthly_499,2024-05-13,2024-07-20,Found Better App,1,5,68.0,Post-Update
1166,1306,Quarterly_1299,2024-03-13,2024-05-02,Not Using App,1,3,50.0,Pre-Update
1167,532,Annual_3999,2024-02-20,,,0,2,,Pre-Update
1168,1789,Quarterly_1299,2024-05-04,2024-05-24,Found Better App,1,5,20.0,Post-Update
1169,1708,Quarterly_1299,2024-06-06,2024-08-30,Found Better App,1,6,85.0,Post-Update
1170,433,Monthly_499,2024-05-14,2024-05-27,Too Expensive,1,5,13.0,Post-Update
1171,717,Monthly_499,2024-02-02,2024-02-21,Not Using App,1,2,19.0,Pre-Update
1172,2312,Monthly_499,2024-06-24,,,0,6,,Post-Update
1173,1044,Quarterly_1299,2024-03-05,,,0,3,,Pre-Update
1174,2552,Monthly_499,2024-03-16,2024-05-05,Hard to Cancel,1,3,50.0,Post-Update
1175,2743,Quarterly_1299,2024-05-06,,,0,5,,Post-Update
1176,530,Monthly_499,2024-05-26,2024-07-13,Not Using App,1,5,48.0,Post-Update
1177,1451,Quarterly_1299,2024-01-10,,,0,1,,Pre-Update
1178,2741,Monthly_499,2024-06-25,,,0,6,,Post-Update
1179,580,Monthly_499,2024-05-28,2024-06-27,Not Using App,1,5,30.0,Post-Update
1180,391,Monthly_499,2024-02-26,,,0,2,,Pre-Update
1181,2949,Monthly_499,2024-02-10,2024-04-08,Too Expensive,1,2,58.0,Pre-Update
1182,2904,Annual_3999,2024-05-17,2024-06-14,Too Expensive,1,5,28.0,Post-Update
1183,794,Annual_3999,2024-04-10,2024-06-01,Not Using App,1,4,52.0,Post-Update
1184,177,Monthly_499,2024-01-20,,,0,1,,Pre-Update
1185,1719,Monthly_499,2024-02-14,,,0,2,,Pre-Update
1186,2094,Monthly_499,2024-06-18,2024-09-11,Hard to Cancel,1,6,85.0,Post-Update
1187,1507,Monthly_499,2024-05-10,,,0,5,,Post-Update
1188,1284,Monthly_499,2024-01-18,,,0,1,,Pre-Update
1189,368,Monthly_499,2024-03-06,2024-04-15,Too Expensive,1,3,40.0,Pre-Update
1190,359,Annual_3999,2024-02-15,,,0,2,,Pre-Update
1191,2461,Monthly_499,2024-01-02,,,0,1,,Pre-Update
1192,1913,Annual_3999,2024-04-11,,,0,4,,Post-Update
1193,605,Quarterly_1299,2024-05-03,,,0,5,,Post-Update
1194,1555,Monthly_499,2024-04-23,2024-06-08,Hard to Cancel,1,4,46.0,Post-Update
1195,1091,Quarterly_1299,2024-03-10,,,0,3,,Pre-Update
1196,835,Annual_3999,2024-04-09,,,0,4,,Post-Update
1197,2854,Quarterly_1299,2024-06-17,2024-08-24,Found Better App,1,6,68.0,Post-Update
1198,1982,Annual_3999,2024-03-11,,,0,3,,Pre-Update
1199,967,Monthly_499,2024-05-04,2024-07-30,Hard to Cancel,1,5,87.0,Post-Update
1200,755,Monthly_499,2024-01-29,,,0,1,,Pre-Update
1201,1290,Quarterly_1299,2024-01-05,2024-01-19,Found Better App,1,1,14.0,Pre-Update
1202,1310,Quarterly_1299,2024-03-18,,,0,3,,Post-Update
1203,2696,Monthly_499,2024-06-03,2024-08-20,Hard to Cancel,1,6,78.0,Post-Update
1204,147,Monthly_499,2024-02-20,2024-03-13,Not Using App,1,2,22.0,Pre-Update
1205,2290,Monthly_499,2024-06-08,,,0,6,,Post-Update
1206,388,Monthly_499,2024-06-26,2024-08-11,Hard to Cancel,1,6,46.0,Post-Update
1207,154,Annual_3999,2024-05-26,2024-07-17,Too Expensive,1,5,52.0,Post-Update
1208,95,Quarterly_1299,2024-04-15,2024-05-20,Too Expensive,1,4,35.0,Post-Update
1209,1947,Monthly_499,2024-05-03,2024-05-16,Hard to Cancel,1,5,13.0,Post-Update
1210,1607,Quarterly_1299,2024-05-04,2024-07-17,Found Better App,1,5,74.0,Post-Update
1211,2861,Quarterly_1299,2024-01-26,,,0,1,,Pre-Update
1212,1136,Quarterly_1299,2024-04-10,2024-06-08,Too Expensive,1,4,59.0,Post-Update
1213,2910,Annual_3999,2024-01-30,2024-03-15,Hard to Cancel,1,1,45.0,Pre-Update
1214,668,Monthly_499,2024-05-22,,,0,5,,Post-Update
1215,451,Monthly_499,2024-05-19,,,0,5,,Post-Update
1216,1272,Monthly_499,2024-06-16,2024-07-12,Not Using App,1,6,26.0,Post-Update
1217,1734,Monthly_499,2024-03-08,,,0,3,,Pre-Update
1218,952,Quarterly_1299,2024-06-22,2024-09-19,Hard to Cancel,1,6,89.0,Post-Update
1219,1103,Monthly_499,2024-04-23,2024-06-11,Too Expensive,1,4,49.0,Post-Update
1220,283,Monthly_499,2024-06-14,,,0,6,,Post-Update
1221,2696,Monthly_499,2024-02-07,2024-03-30,Too Expensive,1,2,52.0,Pre-Update
1222,169,Monthly_499,2024-02-21,,,0,2,,Pre-Update
1223,205,Monthly_499,2024-02-18,,,0,2,,Pre-Update
1224,2384,Annual_3999,2024-03-25,2024-06-19,Not Using App,1,3,86.0,Post-Update
1225,2073,Monthly_499,2024-02-25,2024-05-08,Not Using App,1,2,73.0,Pre-Update
1226,2116,Monthly_499,2024-05-04,2024-06-25,Hard to Cancel,1,5,52.0,Post-Update
1227,951,Monthly_499,2024-01-07,2024-03-01,Not Using App,1,1,54.0,Pre-Update
1228,1432,Monthly_499,2024-03-31,,,0,3,,Post-Update
1229,2719,Quarterly_1299,2024-01-14,2024-02-03,Not Using App,1,1,20.0,Pre-Update
1230,2297,Monthly_499,2024-06-16,,,0,6,,Post-Update
1231,550,Quarterly_1299,2024-03-18,,,0,3,,Post-Update
1232,2371,Monthly_499,2024-05-23,,,0,5,,Post-Update
1233,760,Monthly_499,2024-03-20,,,0,3,,Post-Update
1234,2556,Monthly_499,2024-05-20,2024-07-22,Hard to Cancel,1,5,63.0,Post-Update
1235,2344,Quarterly_1299,2024-05-29,,,0,5,,Post-Update
1236,2741,Monthly_499,2024-02-06,,,0,2,,Pre-Update
1237,233,Annual_3999,2024-01-07,,,0,1,,Pre-Update
1238,1649,Quarterly_1299,2024-05-04,,,0,5,,Post-Update
1239,461,Quarterly_1299,2024-01-09,,,0,1,,Pre-Update
1240,559,Quarterly_1299,2024-05-31,,,0,5,,Post-Update
1241,1409,Monthly_499,2024-02-27,,,0,2,,Pre-Update
1242,2868,Quarterly_1299,2024-01-19,,,0,1,,Pre-Update
1243,2493,Annual_3999,2024-02-20,,,0,2,,Pre-Update
1244,1691,Quarterly_1299,2024-06-05,2024-08-28,Found Better App,1,6,84.0,Post-Update
1245,2826,Monthly_499,2024-06-07,2024-08-30,Hard to Cancel,1,6,84.0,Post-Update
1246,2221,Quarterly_1299,2024-05-21,2024-07-12,Hard to Cancel,1,5,52.0,Post-Update
1247,2771,Quarterly_1299,2024-05-06,,,0,5,,Post-Update
1248,1608,Quarterly_1299,2024-01-09,,,0,1,,Pre-Update
1249,2835,Monthly_499,2024-06-01,2024-08-07,Hard to Cancel,1,6,67.0,Post-Update
1250,771,Monthly_499,2024-05-31,2024-07-08,Hard to Cancel,1,5,38.0,Post-Update
1251,126,Quarterly_1299,2024-04-10,,,0,4,,Post-Update
1252,2153,Annual_3999,2024-01-02,,,0,1,,Pre-Update
1253,1995,Monthly_499,2024-06-12,,,0,6,,Post-Update
1254,2787,Annual_3999,2024-06-20,,,0,6,,Post-Update
1255,2081,Quarterly_1299,2024-05-14,,,0,5,,Post-Update
1256,1800,Quarterly_1299,2024-02-27,,,0,2,,Pre-Update
1257,1799,Monthly_499,2024-01-04,,,0,1,,Pre-Update
1258,157,Monthly_499,2024-01-21,,,0,1,,Pre-Update
1259,908,Monthly_499,2024-03-12,2024-05-04,Too Expensive,1,3,53.0,Pre-Update
1260,2319,Quarterly_1299,2024-01-04,,,0,1,,Pre-Update
1261,2007,Quarterly_1299,2024-06-22,2024-08-31,Not Using App,1,6,70.0,Post-Update
1262,1176,Quarterly_1299,2024-05-17,,,0,5,,Post-Update
1263,1228,Monthly_499,2024-03-26,2024-05-26,Too Expensive,1,3,61.0,Post-Update
1264,649,Monthly_499,2024-02-03,,,0,2,,Pre-Update
1265,492,Quarterly_1299,2024-03-20,2024-05-27,Hard to Cancel,1,3,68.0,Post-Update
1266,2256,Quarterly_1299,2024-02-02,,,0,2,,Pre-Update
1267,1751,Monthly_499,2024-05-24,,,0,5,,Post-Update
1268,807,Annual_3999,2024-06-21,,,0,6,,Post-Update
1269,2810,Monthly_499,2024-05-21,2024-07-05,Not Using App,1,5,45.0,Post-Update
1270,1367,Quarterly_1299,2024-01-03,,,0,1,,Pre-Update
1271,804,Quarterly_1299,2024-06-14,2024-06-24,Not Using App,1,6,10.0,Post-Update
1272,576,Quarterly_1299,2024-03-21,,,0,3,,Post-Update
1273,1031,Quarterly_1299,2024-01-31,,,0,1,,Pre-Update
1274,747,Monthly_499,2024-04-26,2024-06-20,Too Expensive,1,4,55.0,Post-Update
1275,2026,Quarterly_1299,2024-03-03,,,0,3,,Pre-Update
1276,87,Monthly_499,2024-06-09,2024-07-01,Too Expensive,1,6,22.0,Post-Update
1277,2801,Monthly_499,2024-04-23,,,0,4,,Post-Update
1278,2556,Monthly_499,2024-06-21,2024-08-13,Hard to Cancel,1,6,53.0,Post-Update
1279,1198,Quarterly_1299,2024-06-24,2024-09-20,Not Using App,1,6,88.0,Post-Update
1280,2097,Monthly_499,2024-02-25,2024-03-15,Not Using App,1,2,19.0,Pre-Update
1281,1113,Annual_3999,2024-04-20,,,0,4,,Post-Update
1282,855,Monthly_499,2024-06-26,2024-08-24,Hard to Cancel,1,6,59.0,Post-Update
1283,700,Quarterly_1299,2024-01-20,,,0,1,,Pre-Update
1284,2680,Monthly_499,2024-05-27,2024-07-14,Not Using App,1,5,48.0,Post-Update
1285,1501,Monthly_499,2024-01-26,2024-03-13,Not Using App,1,1,47.0,Pre-Update
1286,420,Monthly_499,2024-01-29,,,0,1,,Pre-Update
1287,2907,Annual_3999,2024-04-14,2024-04-24,Hard to Cancel,1,4,10.0,Post-Update
1288,950,Annual_3999,2024-02-01,2024-04-07,Too Expensive,1,2,66.0,Pre-Update
1289,2984,Monthly_499,2024-02-27,2024-04-03,Not Using App,1,2,36.0,Pre-Update
1290,2922,Monthly_499,2024-01-16,2024-04-12,Found Better App,1,1,87.0,Pre-Update
1291,2560,Monthly_499,2024-03-14,2024-04-01,Too Expensive,1,3,18.0,Pre-Update
1292,2456,Quarterly_1299,2024-03-15,,,0,3,,Post-Update
1293,770,Monthly_499,2024-05-29,2024-08-01,Hard to Cancel,1,5,64.0,Post-Update
1294,1554,Quarterly_1299,2024-04-30,,,0,4,,Post-Update
1295,2619,Quarterly_1299,2024-06-05,,,0,6,,Post-Update
1296,1243,Monthly_499,2024-03-07,,,0,3,,Pre-Update
1297,1023,Monthly_499,2024-02-15,,,0,2,,Pre-Update
1298,1125,Monthly_499,2024-04-23,2024-07-20,Hard to Cancel,1,4,88.0,Post-Update
1299,1440,Monthly_499,2024-04-08,,,0,4,,Post-Update
1300,184,Quarterly_1299,2024-06-22,2024-07-08,Found Better App,1,6,16.0,Post-Update
1301,154,Monthly_499,2024-05-02,2024-07-27,Hard to Cancel,1,5,86.0,Post-Update
1302,573,Annual_3999,2024-05-08,,,0,5,,Post-Update
1303,1876,Monthly_499,2024-01-03,,,0,1,,Pre-Update
1304,2823,Monthly_499,2024-01-01,,,0,1,,Pre-Update
1305,380,Quarterly_1299,2024-05-27,2024-06-19,Too Expensive,1,5,23.0,Post-Update
1306,2554,Quarterly_1299,2024-02-14,,,0,2,,Pre-Update
1307,585,Quarterly_1299,2024-01-08,,,0,1,,Pre-Update
1308,2809,Monthly_499,2024-05-26,,,0,5,,Post-Update
1309,936,Quarterly_1299,2024-01-23,2024-02-15,Not Using App,1,1,23.0,Pre-Update
1310,70,Annual_3999,2024-01-01,,,0,1,,Pre-Update
1311,1848,Monthly_499,2024-01-04,2024-02-09,Found Better App,1,1,36.0,Pre-Update
1312,2903,Monthly_499,2024-06-05,,,0,6,,Post-Update
1313,109,Monthly_499,2024-05-29,,,0,5,,Post-Update
1314,167,Annual_3999,2024-03-14,2024-04-05,Too Expensive,1,3,22.0,Pre-Update
1315,140,Monthly_499,2024-02-29,,,0,2,,Pre-Update
1316,2951,Monthly_499,2024-03-19,,,0,3,,Post-Update
1317,1660,Monthly_499,2024-02-09,2024-02-29,Too Expensive,1,2,20.0,Pre-Update
1318,1988,Monthly_499,2024-05-02,,,0,5,,Post-Update
1319,1882,Monthly_499,2024-02-13,,,0,2,,Pre-Update
1320,1261,Monthly_499,2024-03-26,2024-04-30,Hard to Cancel,1,3,35.0,Post-Update
1321,527,Monthly_499,2024-02-04,,,0,2,,Pre-Update
1322,785,Monthly_499,2024-05-26,,,0,5,,Post-Update
1323,1261,Quarterly_1299,2024-04-17,,,0,4,,Post-Update
1324,2765,Monthly_499,2024-01-29,,,0,1,,Pre-Update
1325,2987,Quarterly_1299,2024-01-28,2024-04-17,Hard to Cancel,1,1,80.0,Pre-Update
1326,2283,Monthly_499,2024-04-10,,,0,4,,Post-Update
1327,2198,Monthly_499,2024-01-21,2024-03-18,Too Expensive,1,1,57.0,Pre-Update
1328,2632,Monthly_499,2024-03-11,,,0,3,,Pre-Update
1329,687,Monthly_499,2024-05-29,,,0,5,,Post-Update
1330,1331,Monthly_499,2024-06-20,2024-08-12,Hard to Cancel,1,6,53.0,Post-Update
1331,2017,Annual_3999,2024-04-16,,,0,4,,Post-Update
1332,1376,Monthly_499,2024-05-17,,,0,5,,Post-Update
1333,2413,Monthly_499,2024-04-16,,,0,4,,Post-Update
1334,2042,Monthly_499,2024-06-03,,,0,6,,Post-Update
1335,725,Monthly_499,2024-03-22,2024-05-24,Too Expensive,1,3,63.0,Post-Update
1336,305,Annual_3999,2024-04-25,,,0,4,,Post-Update
1337,2713,Monthly_499,2024-06-27,2024-09-17,Hard to Cancel,1,6,82.0,Post-Update
1338,741,Monthly_499,2024-04-29,,,0,4,,Post-Update
1339,1258,Annual_3999,2024-04-25,,,0,4,,Post-Update
1340,2345,Monthly_499,2024-05-20,2024-06-11,Not Using App,1,5,22.0,Post-Update
1341,290,Monthly_499,2024-03-03,2024-05-01,Too Expensive,1,3,59.0,Pre-Update
1342,1928,Quarterly_1299,2024-05-10,2024-06-10,Too Expensive,1,5,31.0,Post-Update
1343,2864,Quarterly_1299,2024-01-21,2024-03-29,Too Expensive,1,1,68.0,Pre-Update
1344,1873,Monthly_499,2024-04-23,,,0,4,,Post-Update
1345,819,Annual_3999,2024-01-25,,,0,1,,Pre-Update
1346,105,Annual_3999,2024-03-11,2024-05-30,Hard to Cancel,1,3,80.0,Pre-Update
1347,2933,Quarterly_1299,2024-04-04,,,0,4,,Post-Update
1348,814,Annual_3999,2024-05-16,,,0,5,,Post-Update
1349,2466,Annual_3999,2024-03-29,2024-06-23,Too Expensive,1,3,86.0,Post-Update
1350,1405,Monthly_499,2024-03-02,,,0,3,,Pre-Update
1351,1056,Monthly_499,2024-03-17,,,0,3,,Post-Update
1352,2255,Quarterly_1299,2024-05-28,,,0,5,,Post-Update
1353,768,Monthly_499,2024-01-02,2024-03-20,Too Expensive,1,1,78.0,Pre-Update
1354,2390,Monthly_499,2024-01-31,,,0,1,,Pre-Update
1355,665,Monthly_499,2024-06-26,2024-08-09,Too Expensive,1,6,44.0,Post-Update
1356,593,Quarterly_1299,2024-03-28,,,0,3,,Post-Update
1357,2659,Monthly_499,2024-03-16,,,0,3,,Post-Update
1358,2924,Quarterly_1299,2024-03-01,,,0,3,,Pre-Update
1359,1295,Monthly_499,2024-06-21,,,0,6,,Post-Update
1360,148,Quarterly_1299,2024-05-19,2024-08-10,Found Better App,1,5,83.0,Post-Update
1361,106,Monthly_499,2024-02-26,2024-03-13,Not Using App,1,2,16.0,Pre-Update
1362,1700,Monthly_499,2024-01-27,,,0,1,,Pre-Update
1363,1426,Quarterly_1299,2024-02-12,2024-03-01,Too Expensive,1,2,18.0,Pre-Update
1364,522,Monthly_499,2024-06-25,,,0,6,,Post-Update
1365,881,Monthly_499,2024-06-01,2024-07-30,Not Using App,1,6,59.0,Post-Update
1366,2557,Monthly_499,2024-01-06,,,0,1,,Pre-Update
1367,1872,Monthly_499,2024-03-26,2024-06-15,Hard to Cancel,1,3,81.0,Post-Update
1368,1610,Monthly_499,2024-06-20,,,0,6,,Post-Update
1369,1426,Annual_3999,2024-01-14,,,0,1,,Pre-Update
1370,1455,Quarterly_1299,2024-01-10,,,0,1,,Pre-Update
1371,2330,Monthly_499,2024-03-10,,,0,3,,Pre-Update
1372,102,Monthly_499,2024-06-12,2024-08-14,Hard to Cancel,1,6,63.0,Post-Update
1373,2800,Quarterly_1299,2024-01-19,2024-02-01,Not Using App,1,1,13.0,Pre-Update
1374,1610,Quarterly_1299,2024-01-14,,,0,1,,Pre-Update
1375,2239,Monthly_499,2024-06-12,,,0,6,,Post-Update
1376,1336,Monthly_499,2024-02-18,2024-03-15,Too Expensive,1,2,26.0,Pre-Update
1377,2256,Monthly_499,2024-06-19,,,0,6,,Post-Update
1378,2948,Monthly_499,2024-03-30,2024-04-19,Hard to Cancel,1,3,20.0,Post-Update
1379,2368,Quarterly_1299,2024-02-12,2024-03-01,Not Using App,1,2,18.0,Pre-Update
1380,2153,Quarterly_1299,2024-05-20,2024-06-24,Not Using App,1,5,35.0,Post-Update
1381,1908,Monthly_499,2024-01-03,,,0,1,,Pre-Update
1382,877,Monthly_499,2024-02-06,2024-04-11,Too Expensive,1,2,65.0,Pre-Update
1383,117,Monthly_499,2024-06-16,,,0,6,,Post-Update
1384,1227,Monthly_499,2024-05-02,,,0,5,,Post-Update
1385,185,Annual_3999,2024-02-08,,,0,2,,Pre-Update
1386,2997,Monthly_499,2024-05-29,2024-07-23,Hard to Cancel,1,5,55.0,Post-Update
1387,2007,Monthly_499,2024-04-02,2024-05-23,Found Better App,1,4,51.0,Post-Update
1388,2353,Monthly_499,2024-02-28,,,0,2,,Pre-Update
1389,219,Annual_3999,2024-02-12,2024-03-30,Too Expensive,1,2,47.0,Pre-Update
