user_id,signup_date,device_type,acquisition_channel,city_tier,age_group,signup_month,signup_period
1168,2024-05-31,iOS,Organic,Tier-1,18-24,5,Post-Update
1169,2024-04-05,Web,Google Ads,Tier-2,18-24,4,Post-Update
1170,2024-02-04,Android,Organic,Tier-1,45+,2,Pre-Update
1171,2024-06-20,Android,Instagram,Tier-2,25-34,6,Post-Update
1172,2024-05-06,Android,Instagram,Tier-2,18-24,5,Post-Update
1173,2024-06-29,Web,Google Ads,Tier-3,18-24,6,Post-Update
1174,2024-02-06,Web,Organic,Tier-1,25-34,2,Pre-Update
1175,2024-06-10,iOS,Instagram,Tier-3,25-34,6,Post-Update
1176,2024-01-06,iOS,YouTube,Tier-3,25-34,1,Pre-Update
1177,2024-05-01,Web,Google Ads,Tier-3,45+,5,Post-Update
1178,2024-01-02,Web,YouTube,Tier-1,25-34,1,Pre-Update
1179,2024-01-05,Web,Google Ads,Tier-2,18-24,1,Pre-Update
1180,2024-05-18,iOS,Instagram,Tier-3,45+,5,Post-Update
1181,2024-06-27,Android,Instagram,Tier-3,45+,6,Post-Update
1182,2024-01-30,iOS,YouTube,Tier-2,25-34,1,Pre-Update
1183,2024-06-28,Android,Google Ads,Tier-2,18-24,6,Post-Update
1184,2024-02-17,iOS,Organic,Tier-1,18-24,2,Pre-Update
1185,2024-03-13,iOS,Instagram,Tier-1,45+,3,Pre-Update
1186,2024-02-17,iOS,Instagram,Tier-3,35-44,2,Pre-Update
1187,2024-03-01,Android,Google Ads,Tier-1,25-34,3,Pre-Update
1188,2024-03-03,iOS,Organic,Tier-3,18-24,3,Pre-Update
1189,2024-04-13,iOS,Instagram,Tier-1,18-24,4,Post-Update
1190,2024-05-18,Android,Google Ads,Tier-2,18-24,5,Post-Update
1191,2024-02-29,iOS,Google Ads,Tier-3,18-24,2,Pre-Update
1192,2024-02-28,Web,YouTube,Tier-2,35-44,2,Pre-Update
1193,2024-06-26,iOS,Instagram,Tier-2,18-24,6,Post-Update
1194,2024-03-07,iOS,Instagram,Tier-3,18-24,3,Pre-Update
1195,2024-01-07,iOS,Google Ads,Tier-3,45+,1,Pre-Update
1196,2024-03-02,Web,Instagram,Tier-2,35-44,3,Pre-Update
1197,2024-04-16,iOS,Google Ads,Tier-1,18-24,4,Post-Update
1198,2024-04-23,Android,Organic,Tier-3,18-24,4,Post-Update
1199,2024-02-20,iOS,YouTube,Tier-1,18-24,2,Pre-Update
1200,2024-04-01,Android,Instagram,Tier-2,25-34,4,Post-Update
1201,2024-05-04,Android,YouTube,Tier-1,25-34,5,Post-Update
1202,2024-05-27,Web,Organic,Tier-3,35-44,5,Post-Update
1203,2024-01-04,Android,Organic,Tier-3,25-34,1,Pre-Update
1204,2024-06-16,Web,Google Ads,Tier-3,18-24,6,Post-Update
1205,2024-01-12,Web,Google Ads,Tier-1,25-34,1,Pre-Update
1206,2024-02-06,Web,Organic,Tier-2,45+,2,Pre-Update
1207,2024-06-27,iOS,Organic,Tier-1,25-34,6,Post-Update
1208,2024-05-05,iOS,YouTube,Tier-2,25-34,5,Post-Update
1209,2024-04-22,Android,Organic,Tier-1,35-44,4,Post-Update
1210,2024-05-11,Android,YouTube,Tier-2,45+,5,Post-Update
1211,2024-05-07,Web,Instagram,Tier-3,18-24,5,Post-Update
1212,2024-03-14,Android,Instagram,Tier-1,45+,3,Pre-Update
1213,2024-01-22,iOS,Organic,Tier-2,18-24,1,Pre-Update
1214,2024-03-16,Android,Google Ads,Tier-2,18-24,3,Post-Update
1215,2024-04-10,iOS,Organic,Tier-2,45+,4,Post-Update
1216,2024-04-18,Android,YouTube,Tier-3,25-34,4,Post-Update
1217,2024-02-08,Android,YouTube,Tier-1,35-44,2,Pre-Update
1218,2024-05-25,iOS,Instagram,Tier-3,18-24,5,Post-Update
1219,2024-05-04,iOS,Google Ads,Tier-1,25-34,5,Post-Update
1220,2024-01-02,iOS,YouTube,Tier-2,18-24,1,Pre-Update
1221,2024-04-13,iOS,Google Ads,Tier-2,35-44,4,Post-Update
1222,2024-04-22,iOS,Instagram,Tier-2,18-24,4,Post-Update
1223,2024-04-15,Android,YouTube,Tier-1,35-44,4,Post-Update
1224,2024-03-16,Web,Google Ads,Tier-2,45+,3,Post-Update
1225,2024-05-02,iOS,Google Ads,Tier-2,45+,5,Post-Update
1226,2024-02-15,Web,YouTube,Tier-3,18-24,2,Pre-Update
1227,2024-02-25,Android,YouTube,Tier-3,35-44,2,Pre-Update
1228,2024-05-07,Android,Organic,Tier-1,25-34,5,Post-Update
1229,2024-01-17,Web,Organic,Tier-2,25-34,1,Pre-Update
1230,2024-01-31,Android,Organic,Tier-2,35-44,1,Pre-Update
1231,2024-06-29,iOS,Instagram,Tier-3,25-34,6,Post-Update
1232,2024-05-07,iOS,YouTube,Tier-1,45+,5,Post-Update
1233,2024-04-14,iOS,Google Ads,Tier-1,18-24,4,Post-Update
1234,2024-06-26,iOS,Google Ads,Tier-3,45+,6,Post-Update
1235,2024-04-04,Android,Instagram,Tier-2,45+,4,Post-Update
1236,2024-05-30,Web,YouTube,Tier-2,45+,5,Post-Update
1237,2024-01-08,Android,Google Ads,Tier-3,18-24,1,Pre-Update
1238,2024-05-14,iOS,Google Ads,Tier-2,25-34,5,Post-Update
1239,2024-01-23,Web,YouTube,Tier-1,25-34,1,Pre-Update
1240,2024-02-29,Android,Google Ads,Tier-3,25-34,2,Pre-Update
1241,2024-04-27,Web,YouTube,Tier-3,25-34,4,Post-Update
1242,2024-04-28,Android,YouTube,Tier-3,25-34,4,Post-Update
1243,2024-03-16,iOS,Instagram,Tier-2,18-24,3,Post-Update
1244,2024-06-06,Android,Google Ads,Tier-1,25-34,6,Post-Update
1245,2024-05-26,iOS,YouTube,Tier-3,18-24,5,Post-Update
1246,2024-06-01,Android,Instagram,Tier-1,25-34,6,Post-Update
1247,2024-06-19,Web,Instagram,Tier-1,45+,6,Post-Update
1248,2024-04-24,Web,Organic,Tier-2,35-44,4,Post-Update
1249,2024-04-07,Android,Instagram,Tier-1,25-34,4,Post-Update
1250,2024-06-17,Android,Instagram,Tier-1,25-34,6,Post-Update
1251,2024-03-15,Android,Organic,Tier-3,18-24,3,Post-Update
1252,2024-01-08,iOS,YouTube,Tier-2,45+,1,Pre-Update
1253,2024-01-08,iOS,Google Ads,Tier-2,18-24,1,Pre-Update
1254,2024-01-01,Web,Instagram,Tier-2,18-24,1,Pre-Update
1255,2024-02-13,Android,Organic,Tier-1,35-44,2,Pre-Update
1256,2024-03-30,Android,Instagram,Tier-1,25-34,3,Post-Update
1257,2024-03-17,Web,YouTube,Tier-2,45+,3,Post-Update
1258,2024-06-17,Android,YouTube,Tier-2,25-34,6,Post-Update
1259,2024-02-24,iOS,YouTube,Tier-1,25-34,2,Pre-Update
1260,2024-02-29,iOS,Instagram,Tier-3,35-44,2,Pre-Update
1261,2024-02-14,iOS,Instagram,Tier-2,45+,2,Pre-Update
1262,2024-05-16,iOS,Organic,Tier-1,35-44,5,Post-Update
1263,2024-03-08,Web,Instagram,Tier-1,45+,3,Pre-Update
1264,2024-01-29,Web,Instagram,Tier-1,18-24,1,Pre-Update
1265,2024-01-16,Android,Google Ads,Tier-2,18-24,1,Pre-Update
1266,2024-06-18,Android,Google Ads,Tier-3,18-24,6,Post-Update
1267,2024-03-16,Android,YouTube,Tier-3,25-34,3,Post-Update
1268,2024-04-11,Android,YouTube,Tier-1,25-34,4,Post-Update
1269,2024-06-21,iOS,YouTube,Tier-1,25-34,6,Post-Update
1270,2024-01-28,Android,Organic,Tier-2,18-24,1,Pre-Update
1271,2024-03-17,Web,YouTube,Tier-2,25-34,3,Post-Update
1272,2024-05-14,iOS,YouTube,Tier-1,25-34,5,Post-Update
1273,2024-01-31,Android,Instagram,Tier-3,45+,1,Pre-Update
1274,2024-02-06,Android,Instagram,Tier-3,18-24,2,Pre-Update
1275,2024-01-14,iOS,Google Ads,Tier-3,25-34,1,Pre-Update
1276,2024-04-30,Android,Instagram,Tier-3,25-34,4,Post-Update
1277,2024-04-12,Android,Google Ads,Tier-1,18-24,4,Post-Update
1278,2024-03-25,Web,Google Ads,Tier-2,25-34,3,Post-Update
1279,2024-04-13,Android,Google Ads,Tier-2,25-34,4,Post-Update
1280,2024-01-19,Web,Instagram,Tier-3,25-34,1,Pre-Update
1281,2024-03-27,iOS,YouTube,Tier-2,25-34,3,Post-Update
1282,2024-04-04,Android,Instagram,Tier-1,25-34,4,Post-Update
1283,2024-03-30,iOS,Instagram,Tier-3,45+,3,Post-Update
1284,2024-06-18,Web,Instagram,Tier-3,18-24,6,Post-Update
1285,2024-06-29,iOS,YouTube,Tier-3,25-34,6,Post-Update
1286,2024-05-29,Web,YouTube,Tier-2,25-34,5,Post-Update
1287,2024-05-24,iOS,YouTube,Tier-2,45+,5,Post-Update
1288,2024-05-27,iOS,Instagram,Tier-1,18-24,5,Post-Update
1289,2024-01-17,iOS,Google Ads,Tier-1,18-24,1,Pre-Update
1290,2024-05-12,Android,Organic,Tier-1,45+,5,Post-Update
1291,2024-04-16,Web,Google Ads,Tier-3,18-24,4,Post-Update
1292,2024-04-08,Android,Organic,Tier-2,35-44,4,Post-Update
1293,2024-04-01,Web,Instagram,Tier-3,45+,4,Post-Update
1294,2024-04-16,iOS,YouTube,Tier-3,45+,4,Post-Update
1295,2024-03-18,Android,Google Ads,Tier-3,25-34,3,Post-Update
1296,2024-03-14,Web,YouTube,Tier-1,18-24,3,Pre-Update
1297,2024-06-01,Web,YouTube,Tier-1,45+,6,Post-Update
1298,2024-06-10,iOS,Google Ads,Tier-3,25-34,6,Post-Update
1299,2024-04-03,Android,YouTube,Tier-3,45+,4,Post-Update
1300,2024-03-07,Android,Organic,Tier-1,25-34,3,Pre-Update
1301,2024-06-16,iOS,Organic,Tier-1,18-24,6,Post-Update
1302,2024-01-22,Android,YouTube,Tier-2,45+,1,Pre-Update
1303,2024-01-19,iOS,Organic,Tier-2,25-34,1,Pre-Update
1304,2024-03-06,Android,Google Ads,Tier-2,45+,3,Pre-Update
1305,2024-06-14,Web,YouTube,Tier-3,18-24,6,Post-Update
1306,2024-06-13,Web,Instagram,Tier-3,45+,6,Post-Update
1307,2024-03-31,Web,Google Ads,Tier-1,35-44,3,Post-Update
1308,2024-04-03,Android,Organic,Tier-2,18-24,4,Post-Update
1309,2024-05-12,Web,Instagram,Tier-2,45+,5,Post-Update
1310,2024-03-15,Android,Google Ads,Tier-1,25-34,3,Post-Update
1311,2024-01-24,Android,Organic,Tier-3,35-44,1,Pre-Update
1312,2024-04-17,iOS,Google Ads,Tier-1,18-24,4,Post-Update
1313,2024-04-10,Web,Google Ads,Tier-3,18-24,4,Post-Update
1314,2024-03-01,Android,Instagram,Tier-2,45+,3,Pre-Update
1315,2024-05-31,Web,YouTube,Tier-3,25-34,5,Post-Update
1316,2024-01-15,Web,Organic,Tier-2,45+,1,Pre-Update
1317,2024-01-24,iOS,YouTube,Tier-2,45+,1,Pre-Update
1318,2024-01-04,iOS,Organic,Tier-3,35-44,1,Pre-Update
1319,2024-06-20,Android,Google Ads,Tier-1,25-34,6,Post-Update
1320,2024-05-25,Android,Google Ads,Tier-2,35-44,5,Post-Update
1321,2024-03-27,Web,YouTube,Tier-3,45+,3,Post-Update
1322,2024-03-21,iOS,Google Ads,Tier-2,45+,3,Post-Update
1323,2024-06-11,iOS,YouTube,Tier-2,35-44,6,Post-Update
1324,2024-01-29,Android,Google Ads,Tier-3,35-44,1,Pre-Update
1325,2024-03-07,iOS,Google Ads,Tier-2,18-24,3,Pre-Update
1326,2024-03-19,Android,YouTube,Tier-3,35-44,3,Post-Update
1327,2024-01-18,Web,Instagram,Tier-1,35-44,1,Pre-Update
1328,2024-01-24,iOS,Organic,Tier-1,45+,1,Pre-Update
1329,2024-01-01,Web,YouTube,Tier-3,18-24,1,Pre-Update
1330,2024-01-03,Web,YouTube,Tier-2,25-34,1,Pre-Update
1331,2024-05-31,iOS,Google Ads,Tier-3,35-44,5,Post-Update
1332,2024-01-30,Web,Google Ads,Tier-2,18-24,1,Pre-Update
1333,2024-04-18,iOS,Google Ads,Tier-3,35-44,4,Post-Update
1334,2024-03-28,Android,Instagram,Tier-1,25-34,3,Post-Update
1335,2024-05-30,Android,YouTube,Tier-2,35-44,5,Post-Update
1336,2024-03-31,Android,Organic,Tier-2,35-44,3,Post-Update
1337,2024-05-05,Android,Google Ads,Tier-3,45+,5,Post-Update
1338,2024-05-16,iOS,Instagram,Tier-2,25-34,5,Post-Update
1339,2024-01-03,Android,YouTube,Tier-1,35-44,1,Pre-Update
1340,2024-02-07,Android,Google Ads,Tier-2,35-44,2,Pre-Update
1341,2024-02-10,iOS,Instagram,Tier-1,18-24,2,Pre-Update
1342,2024-02-22,iOS,Google Ads,Tier-3,35-44,2,Pre-Update
1343,2024-06-29,Android,Google Ads,Tier-1,45+,6,Post-Update
1344,2024-01-02,Android,Instagram,Tier-2,35-44,1,Pre-Update
1345,2024-04-18,Android,Instagram,Tier-3,35-44,4,Post-Update
1346,2024-02-10,iOS,Organic,Tier-3,25-34,2,Pre-Update
1347,2024-05-31,Web,YouTube,Tier-1,25-34,5,Post-Update
1348,2024-01-13,Android,YouTube,Tier-3,18-24,1,Pre-Update
1349,2024-01-02,Web,Organic,Tier-3,45+,1,Pre-Update
1350,2024-05-31,Android,Organic,Tier-3,18-24,5,Post-Update
1351,2024-02-03,iOS,Google Ads,Tier-2,35-44,2,Pre-Update
1352,2024-01-22,Android,Organic,Tier-1,18-24,1,Pre-Update
1353,2024-01-25,Android,Organic,Tier-3,18-24,1,Pre-Update
1354,2024-04-04,iOS,Instagram,Tier-2,25-34,4,Post-Update
1355,2024-05-30,Android,Organic,Tier-2,18-24,5,Post-Update
1356,2024-04-24,iOS,Google Ads,Tier-3,25-34,4,Post-Update
1357,2024-04-26,iOS,YouTube,Tier-3,25-34,4,Post-Update
1358,2024-03-20,Web,Organic,Tier-1,45+,3,Post-Update
1359,2024-02-29,Android,Google Ads,Tier-1,45+,2,Pre-Update
1360,2024-01-22,Android,YouTube,Tier-2,18-24,1,Pre-Update
1361,2024-03-15,Android,Instagram,Tier-1,18-24,3,Post-Update
1362,2024-06-18,Web,Organic,Tier-3,18-24,6,Post-Update
1363,2024-05-22,Web,Google Ads,Tier-2,35-44,5,Post-Update
1364,2024-05-23,iOS,YouTube,Tier-1,35-44,5,Post-Update
1365,2024-01-15,Android,Organic,Tier-1,35-44,1,Pre-Update
1366,2024-05-03,iOS,Google Ads,Tier-3,25-34,5,Post-Update
1367,2024-02-23,Android,YouTube,Tier-1,35-44,2,Pre-Update
1368,2024-03-02,iOS,Organic,Tier-2,35-44,3,Pre-Update
1369,2024-06-14,iOS,Instagram,Tier-2,25-34,6,Post-Update
1370,2024-06-02,Android,Google Ads,Tier-2,18-24,6,Post-Update
1371,2024-03-30,Web,Google Ads,Tier-3,18-24,3,Post-Update
1372,2024-04-12,Android,YouTube,Tier-3,25-34,4,Post-Update
1373,2024-05-20,Web,Instagram,Tier-2,45+,5,Post-Update
1374,2024-04-26,Android,Instagram,Tier-3,25-34,4,Post-Update
1375,2024-01-31,Web,Organic,Tier-2,35-44,1,Pre-Update
1376,2024-05-21,iOS,YouTube,Tier-1,35-44,5,Post-Update
1377,2024-04-11,Web,YouTube,Tier-1,25-34,4,Post-Update
1378,2024-04-22,Web,Instagram,Tier-1,35-44,4,Post-Update
1379,2024-02-18,Android,Google Ads,Tier-3,18-24,2,Pre-Update
1380,2024-03-17,iOS,Organic,Tier-1,25-34,3,Post-Update
1381,2024-06-09,iOS,YouTube,Tier-2,18-24,6,Post-Update
1382,2024-02-05,iOS,Google Ads,Tier-2,18-24,2,Pre-Update
1383,2024-06-15,Web,Instagram,Tier-1,18-24,6,Post-Update
1384,2024-03-14,Web,Instagram,Tier-2,18-24,3,Pre-Update
1385,2024-03-15,Web,YouTube,Tier-1,25-34,3,Post-Update
1386,2024-06-05,Android,Instagram,Tier-3,18-24,6,Post-Update
1387,2024-06-03,Android,Instagram,Tier-3,25-34,6,Post-Update
1388,2024-02-12,Android,Google Ads,Tier-1,45+,2,Pre-Update
1389,2024-03-22,Android,YouTube,Tier-3,25-34,3,Post-Update
1390,2024-06-08,Android,Instagram,Tier-3,25-34,6,Post-Update
1391,2024-05-10,Android,Instagram,Tier-3,25-34,5,Post-Update
1392,2024-04-24,iOS,YouTube,Tier-3,18-24,4,Post-Update
1393,2024-03-17,Web,Instagram,Tier-1,25-34,3,Post-Update
1394,2024-05-12,Web,Instagram,Tier-2,18-24,5,Post-Update
1395,2024-06-24,Web,Instagram,Tier-3,25-34,6,Post-Update
1396,2024-04-06,Web,Organic,Tier-1,45+,4,Post-Update
1397,2024-05-20,iOS,Google Ads,Tier-3,25-34,5,Post-Update
1398,2024-05-02,Android,Instagram,Tier-3,25-34,5,Post-Update
1399,2024-04-11,Android,Google Ads,Tier-1,25-34,4,Post-Update
1400,2024-01-06,Android,Google Ads,Tier-1,18-24,1,Pre-Update
1401,2024-03-09,Android,YouTube,Tier-3,35-44,3,Pre-Update
1402,2024-01-07,Web,Instagram,Tier-2,45+,1,Pre-Update
1403,2024-05-28,iOS,Instagram,Tier-3,35-44,5,Post-Update
1404,2024-06-13,iOS,Google Ads,Tier-3,45+,6,Post-Update
1405,2024-01-12,iOS,Organic,Tier-2,18-24,1,Pre-Update
1406,2024-03-07,Web,Instagram,Tier-3,18-24,3,Pre-Update
1407,2024-01-30,Android,Instagram,Tier-3,18-24,1,Pre-Update
1408,2024-03-10,Android,Instagram,Tier-1,45+,3,Pre-Update
1409,2024-05-11,Web,YouTube,Tier-3,45+,5,Post-Update
1410,2024-01-04,Web,Instagram,Tier-2,45+,1,Pre-Update
1411,2024-03-31,Android,Instagram,Tier-1,18-24,3,Post-Update
1412,2024-06-27,iOS,Instagram,Tier-2,45+,6,Post-Update
1413,2024-04-12,iOS,Instagram,Tier-2,18-24,4,Post-Update
1414,2024-05-25,iOS,YouTube,Tier-2,18-24,5,Post-Update
1415,2024-02-27,Android,Google Ads,Tier-1,25-34,2,Pre-Update
1416,2024-02-21,Android,Google Ads,Tier-3,25-34,2,Pre-Update
1417,2024-03-31,Android,YouTube,Tier-2,25-34,3,Post-Update
1418,2024-06-26,Web,Google Ads,Tier-2,35-44,6,Post-Update
1419,2024-03-24,Web,Google Ads,Tier-1,25-34,3,Post-Update
1420,2024-03-09,Android,YouTube,Tier-3,25-34,3,Pre-Update
1421,2024-02-28,Android,Google Ads,Tier-1,45+,2,Pre-Update
1422,2024-05-28,Web,YouTube,Tier-1,18-24,5,Post-Update
1423,2024-04-21,Web,YouTube,Tier-2,25-34,4,Post-Update
1424,2024-06-20,Web,Google Ads,Tier-2,18-24,6,Post-Update
1425,2024-03-27,iOS,Google Ads,Tier-3,18-24,3,Post-Update
1426,2024-05-21,Web,YouTube,Tier-1,35-44,5,Post-Update
1427,2024-03-19,Web,Google Ads,Tier-1,45+,3,Post-Update
1428,2024-05-06,iOS,YouTube,Tier-3,25-34,5,Post-Update
1429,2024-01-27,iOS,YouTube,Tier-1,18-24,1,Pre-Update
1430,2024-02-15,Android,Instagram,Tier-2,18-24,2,Pre-Update
1431,2024-06-22,iOS,Google Ads,Tier-2,45+,6,Post-Update
1432,2024-05-20,Android,Organic,Tier-2,25-34,5,Post-Update
1433,2024-02-13,iOS,Organic,Tier-3,18-24,2,Pre-Update
1434,2024-06-15,Web,YouTube,Tier-1,25-34,6,Post-Update
1435,2024-04-18,Web,Instagram,Tier-1,18-24,4,Post-Update
1436,2024-06-15,Android,Instagram,Tier-3,45+,6,Post-Update
1437,2024-02-22,Web,Google Ads,Tier-1,45+,2,Pre-Update
1438,2024-05-26,iOS,Instagram,Tier-2,25-34,5,Post-Update
1439,2024-06-29,Web,Instagram,Tier-3,25-34,6,Post-Update
1440,2024-02-12,iOS,YouTube,Tier-1,25-34,2,Pre-Update
1441,2024-05-18,Web,Organic,Tier-3,18-24,5,Post-Update
1442,2024-04-12,Android,YouTube,Tier-2,18-24,4,Post-Update
1443,2024-02-12,Android,Instagram,Tier-1,35-44,2,Pre-Update
1444,2024-03-29,Android,Organic,Tier-1,25-34,3,Post-Update
1445,2024-02-01,Android,Instagram,Tier-1,25-34,2,Pre-Update
1446,2024-05-08,Web,Google Ads,Tier-3,18-24,5,Post-Update
1447,2024-04-18,Android,YouTube,Tier-1,25-34,4,Post-Update
1448,2024-05-06,Web,Google Ads,Tier-3,45+,5,Post-Update
1449,2024-01-05,Web,Instagram,Tier-1,35-44,1,Pre-Update
1450,2024-02-27,Android,Google Ads,Tier-2,25-34,2,Pre-Update
1451,2024-02-29,Android,Organic,Tier-3,25-34,2,Pre-Update
1452,2024-01-10,Android,Google Ads,Tier-1,25-34,1,Pre-Update
1453,2024-02-21,iOS,Google Ads,Tier-2,45+,2,Pre-Update
1454,2024-01-08,iOS,Instagram,Tier-3,25-34,1,Pre-Update
1455,2024-02-19,iOS,Google Ads,Tier-3,25-34,2,Pre-Update
1456,2024-05-29,iOS,YouTube,Tier-3,25-34,5,Post-Update
1457,2024-02-20,iOS,Instagram,Tier-1,45+,2,Pre-Update
1458,2024-04-12,iOS,YouTube,Tier-2,35-44,4,Post-Update
1459,2024-05-02,iOS,Instagram,Tier-2,18-24,5,Post-Update
1460,2024-06-21,iOS,Instagram,Tier-1,45+,6,Post-Update
1461,2024-06-23,Android,YouTube,Tier-3,45+,6,Post-Update
1462,2024-01-20,Android,Google Ads,Tier-3,18-24,1,Pre-Update
1463,2024-02-12,Web,Google Ads,Tier-2,25-34,2,Pre-Update
1464,2024-06-17,Android,Google Ads,Tier-2,18-24,6,Post-Update
1465,2024-04-20,Android,Instagram,Tier-3,45+,4,Post-Update
1466,2024-03-10,Android,Organic,Tier-2,25-34,3,Pre-Update
1467,2024-06-26,Android,Google Ads,Tier-2,18-24,6,Post-Update
1468,2024-01-18,Android,Google Ads,Tier-3,35-44,1,Pre-Update
1469,2024-06-14,iOS,Instagram,Tier-3,18-24,6,Post-Update
1470,2024-03-03,Web,Organic,Tier-3,45+,3,Pre-Update
1471,2024-01-17,Android,Google Ads,Tier-1,18-24,1,Pre-Update
1472,2024-01-18,Web,Google Ads,Tier-2,25-34,1,Pre-Update
1473,2024-02-28,Android,Organic,Tier-2,18-24,2,Pre-Update
1474,2024-04-17,iOS,Google Ads,Tier-1,25-34,4,Post-Update
1475,2024-04-02,iOS,YouTube,Tier-1,45+,4,Post-Update
1476,2024-06-03,iOS,Organic,Tier-2,45+,6,Post-Update
1477,2024-06-25,iOS,YouTube,Tier-2,35-44,6,Post-Update
1478,2024-03-31,Web,Google Ads,Tier-1,18-24,3,Post-Update
1479,2024-03-12,Android,YouTube,Tier-3,18-24,3,Pre-Update
1480,2024-05-07,Android,YouTube,Tier-1,18-24,5,Post-Update
1481,2024-01-29,Web,Organic,Tier-2,25-34,1,Pre-Update
1482,2024-03-10,Web,Organic,Tier-1,18-24,3,Pre-Update
1483,2024-05-17,Android,Google Ads,Tier-1,25-34,5,Post-Update
1484,2024-05-02,Android,YouTube,Tier-2,25-34,5,Post-Update
1485,2024-03-06,Android,Google Ads,Tier-3,18-24,3,Pre-Update
1486,2024-05-16,Android,Organic,Tier-3,18-24,5,Post-Update
1487,2024-03-20,Android,Instagram,Tier-3,18-24,3,Post-Update
1488,2024-02-11,iOS,Google Ads,Tier-3,45+,2,Pre-Update
1489,2024-03-25,Android,Google Ads,Tier-1,18-24,3,Post-Update
1490,2024-04-25,Web,Instagram,Tier-3,45+,4,Post-Update
1491,2024-06-19,iOS,Organic,Tier-2,18-24,6,Post-Update
1492,2024-03-29,iOS,Google Ads,Tier-3,35-44,3,Post-Update
1493,2024-03-08,iOS,Instagram,Tier-1,45+,3,Pre-Update
1494,2024-05-28,Web,Instagram,Tier-3,45+,5,Post-Update
1495,2024-06-21,iOS,Google Ads,Tier-2,25-34,6,Post-Update
1496,2024-06-09,iOS,YouTube,Tier-2,25-34,6,Post-Update
1497,2024-01-24,iOS,Instagram,Tier-3,45+,1,Pre-Update
1498,2024-02-02,Android,Organic,Tier-2,25-34,2,Pre-Update
1499,2024-05-07,iOS,Organic,Tier-1,25-34,5,Post-Update
1500,2024-05-10,Android,Organic,Tier-3,25-34,5,Post-Update
1501,2024-01-19,Web,Instagram,Tier-1,45+,1,Pre-Update
1502,2024-03-08,Web,Instagram,Tier-1,18-24,3,Pre-Update
1503,2024-01-21,iOS,Organic,Tier-1,45+,1,Pre-Update
1504,2024-04-01,iOS,Instagram,Tier-2,45+,4,Post-Update
1505,2024-03-27,Web,YouTube,Tier-2,35-44,3,Post-Update
1506,2024-02-05,Android,Google Ads,Tier-1,18-24,2,Pre-Update
1507,2024-03-24,iOS,YouTube,Tier-1,25-34,3,Post-Update
1508,2024-04-26,Android,Google Ads,Tier-3,35-44,4,Post-Update
1509,2024-03-19,Android,Google Ads,Tier-3,25-34,3,Post-Update
1510,2024-06-15,iOS,Organic,Tier-3,25-34,6,Post-Update
1511,2024-03-04,iOS,YouTube,Tier-2,18-24,3,Pre-Update
1512,2024-01-19,iOS,Instagram,Tier-1,45+,1,Pre-Update
1513,2024-06-18,Android,Google Ads,Tier-3,35-44,6,Post-Update
1514,2024-04-09,Android,Instagram,Tier-2,25-34,4,Post-Update
1515,2024-05-18,iOS,Google Ads,Tier-2,45+,5,Post-Update
1516,2024-05-08,Android,Organic,Tier-3,18-24,5,Post-Update
1517,2024-06-07,iOS,Google Ads,Tier-3,18-24,6,Post-Update
1518,2024-03-25,iOS,YouTube,Tier-2,45+,3,Post-Update
1519,2024-04-06,Android,Instagram,Tier-3,35-44,4,Post-Update
1520,2024-06-24,iOS,Organic,Tier-1,45+,6,Post-Update
1521,2024-04-27,Android,Google Ads,Tier-2,25-34,4,Post-Update
1522,2024-02-25,Android,Instagram,Tier-1,18-24,2,Pre-Update
1523,2024-03-21,iOS,Instagram,Tier-3,35-44,3,Post-Update
1524,2024-01-28,Android,Organic,Tier-2,35-44,1,Pre-Update
1525,2024-05-05,Web,Organic,Tier-1,25-34,5,Post-Update
1526,2024-01-10,Web,YouTube,Tier-3,18-24,1,Pre-Update
1527,2024-06-02,iOS,Google Ads,Tier-2,25-34,6,Post-Update
1528,2024-01-25,iOS,YouTube,Tier-1,18-24,1,Pre-Update
1529,2024-05-16,Android,Google Ads,Tier-3,45+,5,Post-Update
1530,2024-02-13,Android,YouTube,Tier-1,25-34,2,Pre-Update
1531,2024-01-14,Android,YouTube,Tier-2,45+,1,Pre-Update
1532,2024-06-06,Web,Instagram,Tier-1,18-24,6,Post-Update
1533,2024-02-06,Android,Organic,Tier-3,45+,2,Pre-Update
1534,2024-01-27,Android,Instagram,Tier-2,25-34,1,Pre-Update
1535,2024-01-04,Android,Instagram,Tier-2,18-24,1,Pre-Update
1536,2024-05-07,Android,Organic,Tier-1,25-34,5,Post-Update
1537,2024-06-16,Web,Instagram,Tier-3,18-24,6,Post-Update
1538,2024-04-08,Android,Instagram,Tier-2,18-24,4,Post-Update
1539,2024-04-07,iOS,YouTube,Tier-1,45+,4,Post-Update
1540,2024-03-29,Android,Instagram,Tier-1,18-24,3,Post-Update
1541,2024-02-08,iOS,Organic,Tier-2,25-34,2,Pre-Update
1542,2024-04-07,Web,Google Ads,Tier-2,25-34,4,Post-Update
1543,2024-01-12,Android,Organic,Tier-1,35-44,1,Pre-Update
1544,2024-06-05,Android,Organic,Tier-3,45+,6,Post-Update
1545,2024-04-08,Web,Instagram,Tier-1,45+,4,Post-Update
1546,2024-02-11,Web,Google Ads,Tier-1,25-34,2,Pre-Update
1547,2024-05-09,Android,YouTube,Tier-1,18-24,5,Post-Update
1548,2024-02-01,Android,Instagram,Tier-1,45+,2,Pre-Update
